Model,Validation,Threshold,Accuracy,Precision,Recall,F1,MCC,ROC-AUC,PR-AUC
Random Forest,Scaffold Test,0.5999999999999999,0.8500727802037845,0.7381818181818182,0.6023738872403561,0.6633986928104575,0.5730859539656185,0.8523102192182997,0.6712314814981016
